x1,x2,x3,x4,x5,x6,x7,x15,x16,x17,y1,Rating
6.341796875,9.120117188,3.419433594,0.508251953,0.379052734,0.264794922,0.231396484,1.413417969,1.752587891,0.827050781,68.22,0
7.380859375,8.702148438,3.573730469,0.411572266,0.408935547,0.273583984,0.159326172,1.436660156,1.653876953,0.463535156,65.28,0
